GPUS,CONFIG,ID,DIRECTION,NAME,CYCLE
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8262,backward,fusion_260,221598
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8263,backward,turing_fp16_s1688gemm_fp16_128x256_ldg8_f2f_tn,636808
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8264,backward,fusion_251,1336817
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8265,backward,fusion_249,530925
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8266,backward,fusion_186,190057
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8267,backward,turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_nt,2580683
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8268,backward,fusion_72,520908
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8269,backward,turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_nn,940026
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8270,backward,turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_tn,4657166
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8271,backward,fusion_248,2087845
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8272,backward,fusion_201,1645612
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8273,backward,fusion_197,21480
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8274,backward,turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_tn,3380443
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8275,backward,fusion_244,827675
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8276,backward,fusion_181,999797
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8277,backward,fusion_242,529477
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8278,backward,fusion_191,541480
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8279,backward,fusion_111,71778
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8280,backward,turing_fp16_s1688gemm_fp16_128x256_ldg8_f2f_tn,648659
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8281,backward,fusion_377,231256
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8282,backward,fusion_231,334301
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8283,backward,turing_fp16_s884gemm_fp16_64x64_ldg8_f2f_nn,1354990
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8284,backward,fusion_402,230029
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8285,backward,fusion_138,352398
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8286,backward,turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_nn,940763
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8287,backward,fusion_230,353664
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8288,backward,turing_fp16_s1688gemm_fp16_128x256_ldg8_f2f_tn,613129
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8289,backward,fusion_168,182002
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8290,backward,turing_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nt,695445
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8291,backward,fusion_164,355021
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8292,backward,fusion_182,1126266
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8293,backward,fusion_196,755635
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8294,backward,turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_nt,4523493
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8295,backward,fusion_192,1124200
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8296,backward,turing_fp16_s884gemm_fp16_64x64_ldg8_f2f_nn,1353037
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8297,backward,fusion_238,5624444
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8298,backward,reduce_6,1906027
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8299,backward,fusion_237,4531319
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8300,backward,turing_fp16_s884gemm_fp16_64x64_ldg8_f2f_nn,1863637
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8301,backward,turing_fp16_s884gemm_fp16_64x64_ldg8_f2f_nt,1292390
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8302,backward,fusion_400,508520
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8303,backward,fusion_159,84437
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8304,backward,fusion_158,512631
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8305,backward,turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_nn,960112
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8306,backward,fusion_235,221313
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8307,backward,turing_fp16_s1688gemm_fp16_128x256_ldg8_f2f_tn,653671
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8308,backward,fusion_233,221937
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8309,backward,turing_fp16_s1688gemm_fp16_128x256_ldg8_f2f_tn,651524
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8310,backward,fusion_207,1193072
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8311,backward,fusion_148,516000
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8312,backward,turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_nn,924944
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8313,backward,fusion_227,315198
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8314,backward,fusion_206,298167
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8315,backward,turing_fp16_s884gemm_fp16_64x128_ldg8_f2f_nt,985331
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8316,backward,fusion_46,15838
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8317,backward,fusion_217,15888
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8318,backward,fusion_15,72205
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8319,backward,fusion_202,364423
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8320,backward,fusion_32,1057057
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8321,backward,fusion_32__1,266519
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8322,backward,fusion_154,1824438
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8323,backward,fusion_28,5974315
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8324,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13scalar_sum_opIKfSB_EEKS8_KNS4_INS5_ISB_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,7700
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8325,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIxLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13scalar_sum_opIKxSB_EEKS8_KNS4_INS5_ISB_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6972
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8326,backward,add_6,5987
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8327,backward,add_8,5987
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8328,backward,add_10,5987
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8329,backward,add_12,5989
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8330,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13div_no_nan_opIfEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,9007
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8331,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_18TensorConversionOpIfKNS4_INS5_IKxLi1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6344
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8332,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_18scalar_quotient_opIffEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,8674
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8333,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13scalar_pow_opIffEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,11178
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8334,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_17scalar_product_opIffEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,7419
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8335,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIbLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_4lessIfEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6971
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8336,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_18TensorConversionOpIfKNS4_INS5_IKdLi1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6465
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8337,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13div_no_nan_opIfEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,10585
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8338,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_18TensorConversionOpIfKNS4_INS5_IKdLi1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6465
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8339,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13div_no_nan_opIfEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,9007
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8340,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_18TensorConversionOpIfKNS4_INS5_IKdLi1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6465
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8341,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13div_no_nan_opIfEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,9007
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8342,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_18TensorConversionOpIfKNS4_INS5_IKdLi1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6465
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8343,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1EiEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13div_no_nan_opIfEEKNS4_INS5_IKfLi1ELi1EiEELi16ES7_EEKNS4_INS5_ISC_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,9007
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8344,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIfLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_18TensorConversionOpIfKNS4_INS5_IKdLi1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,6465
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8345,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIxLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13scalar_sum_opIKxSB_EEKS8_KNS4_INS5_ISB_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,7030
GPU_1_Buffer_1,V100_downscaled_HBM2_PCI6x1_write_prio_debug,8346,backward,_ZN5Eigen8internal15EigenMetaKernelINS_15TensorEvaluatorIKNS_14TensorAssignOpINS_9TensorMapINS_6TensorIxLi1ELi1ElEELi16ENS_11MakePointerEEEKNS_19TensorCwiseBinaryOpINS0_13scalar_sum_opIKxSB_EEKS8_KNS4_INS5_ISB_Li1ELi1ElEELi16ES7_EEEEEENS_9GpuDeviceEEElEEvT_T0_,7030
